PrimaryKey;Indikator;Satuan;Kategori;Pengertian;Interpretasi;Fenomena Terakhir;Sumber;SearchIndex;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;;;;;;;
Laju Pertumbuhan PDRB Pengeluaran Perubahan Inventori;LP Inventori;persen;Pengeluaran LP;;Pertumbuhan yang positif menunjukkan adanya kenaikan produksi barang dan jasa akhir berdasar komponen pengeluaran ini, Sebaliknya, pertumbuhan negatif menunjukkan kontraksi/penurunan produksi. Pertumbuhan melambat diartikan jika pertumbuhan periode t lebih kecil dari pertumbuhan periode t-1; ;Tabel Dinamis BPS Wonogiri;Laju Pertumbuhan PDRB Pengeluaran Perubahan Inventori Pengeluaran LP;;;;;;;;;;;;;;;;;;;;;
Laju Pertumbuhan PDRB Pengeluaran Net Ekspor Daerah;LP Net Ekspor;persen;Pengeluaran LP;;Pertumbuhan yang positif menunjukkan adanya kenaikan produksi barang dan jasa akhir berdasar komponen pengeluaran ini, Sebaliknya, pertumbuhan negatif menunjukkan kontraksi/penurunan produksi. Pertumbuhan melambat diartikan jika pertumbuhan periode t lebih kecil dari pertumbuhan periode t-1; ;Tabel Dinamis BPS Wonogiri;Laju Pertumbuhan PDRB Pengeluaran Net Ekspor Daerah Pengeluaran LP;;;;;;;;;;;;;;;;;;;;;
Distribusi PDRB Pengeluaran Konsumsi Rumah Tangga;%Kons. RT;persen;Pengeluaran Dist;Sumbangan dari setiap satuan unit pengamatan penggunaan dalam PDRB pengeluaran terhadap total agregat PDRB yang dinyatakan dalam persentase.;Besarnya sumber pertumbuhan PDB dari pengeluaran rumah tangga pada tahun 2010 sebesar 55,16 persen, yang artinya pengeluaran rumah tangga memberikan kontribusi sebesar 55,16 persen terhadap nilai PDB pada tahun 2010.; ;Tabel Dinamis BPS Wonogiri;Distribusi PDRB Pengeluaran Konsumsi Rumah Tangga Pengeluaran Dist;73,44;74,43;74,75;73,72;72,89;71,67;70,87;70,98;70,26;70,34;70,66;70,78;70,82;71,24;;;;;;;
Distribusi PDRB Pengeluaran Konsumsi Lembaga Swasta Nirlaba;%Kons. LNPRT;persen;Pengeluaran Dist;;Besarnya sumber pertumbuhan PDB dari pengeluaran rumah tangga pada tahun 2010 sebesar 55,16 persen, yang artinya pengeluaran rumah tangga memberikan kontribusi sebesar 55,16 persen terhadap nilai PDB pada tahun 2010.; ;Tabel Dinamis BPS Wonogiri;Distribusi PDRB Pengeluaran Konsumsi Lembaga Swasta Nirlaba Pengeluaran Dist;1,99;1,97;2,03;2,08;2,16;2,09;2,08;2,08;2,07;2,18;2,13;2,15;2,22;2,29;;;;;;;
Distribusi PDRB Pengeluaran Konsumsi Pemerintah;%Kons. Pemerintah;persen;Pengeluaran Dist;;Besarnya sumber pertumbuhan PDB dari pengeluaran rumah tangga pada tahun 2010 sebesar 55,16 persen, yang artinya pengeluaran rumah tangga memberikan kontribusi sebesar 55,16 persen terhadap nilai PDB pada tahun 2010.; ;Tabel Dinamis BPS Wonogiri;Distribusi PDRB Pengeluaran Konsumsi Pemerintah Pengeluaran Dist;8,20;8,47;8,72;8,92;8,90;8,88;8,50;8,37;8,04;7,89;7,63;7,38;6,88;6,64;;;;;;;
Distribusi PDRB Pengeluaran Pembentukan Modal Tetap Bruto;%PMTB;persen;Pengeluaran Dist;;Besarnya sumber pertumbuhan PDB dari pengeluaran rumah tangga pada tahun 2010 sebesar 55,16 persen, yang artinya pengeluaran rumah tangga memberikan kontribusi sebesar 55,16 persen terhadap nilai PDB pada tahun 2010.; ;Tabel Dinamis BPS Wonogiri;Distribusi PDRB Pengeluaran Pembentukan Modal Tetap Bruto Pengeluaran Dist;18,82;19,74;21,35;21,18;20,73;20,75;20,79;20,99;21,18;21,97;20,97;21,40;20,69;20,51;;;;;;;
Distribusi PDRB Pengeluaran Perubahan Inventori;%Inventori;persen;Pengeluaran Dist;;Besarnya sumber pertumbuhan PDB dari pengeluaran rumah tangga pada tahun 2010 sebesar 55,16 persen, yang artinya pengeluaran rumah tangga memberikan kontribusi sebesar 55,16 persen terhadap nilai PDB pada tahun 2010.; ;Tabel Dinamis BPS Wonogiri;Distribusi PDRB Pengeluaran Perubahan Inventori Pengeluaran Dist;0,88;4,09;5,93;4,13;3,59;-0,88;-0,21;0,22;0,39;0,42;0,63;0,48;0,50;0,50;;;;;;;
Distribusi PDRB Pengeluaran Net Ekspor Daerah;%Net Ekspor;persen;Pengeluaran Dist;;Besarnya sumber pertumbuhan PDB dari pengeluaran rumah tangga pada tahun 2010 sebesar 55,16 persen, yang artinya pengeluaran rumah tangga memberikan kontribusi sebesar 55,16 persen terhadap nilai PDB pada tahun 2010.; ;Tabel Dinamis BPS Wonogiri;Distribusi PDRB Pengeluaran Net Ekspor Daerah Pengeluaran Dist;-3,34;-8,70;-12,78;-10,03;-8,27;-2,50;-2,04;-2,63;-1,93;-2,82;-2,01;-2,18;-1,09;-1,18;;;;;;;
Penduduk Pracimantoro Laki-laki;Pend. Pracimantoro (L);jiwa;Penduduk Laki-laki;Banyaknya orang yang berdomisili di wilayah setempat selama 1 tahun atau lebih dan atau mereka yang berdomisili kurang dari 1 tahun tetapi bertujuan untuk menetap, dipisahkan berdasarkan Jenis Kelamin Pria dan Wanita.;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Pracimantoro Laki-laki Penduduk Laki-laki;;;;;28.469,00;28.900,00;29.049,00;28.469,00;29.328,00;;32.364,00;32.861,00;32.793,00;32.493,00;;;;;;;
Penduduk Paranggupito Laki-laki;Pend. Paranggupito (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Paranggupito Laki-laki Penduduk Laki-laki;;;;;7.947,00;7.917,00;7.928,00;7.947,00;7.945,00;;8.673,00;8.806,00;8.719,00;8.678,00;;;;;;;
Penduduk Giritontro Laki-laki;Pend. Giritontro (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Giritontro Laki-laki Penduduk Laki-laki;;;;;9.153,00;9.118,00;9.131,00;9.153,00;9.150,00;;10.051,00;10.205,00;10.116,00;10.057,00;;;;;;;
Penduduk Giriwoyo Laki-laki;Pend. Giriwoyo (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Giriwoyo Laki-laki Penduduk Laki-laki;;;;;17.324,00;17.256,00;17.281,00;17.324,00;17.318,00;;19.160,00;18.326,00;19.311,00;19.171,00;;;;;;;
Penduduk Batuwarno Laki-laki;Pend. Batuwarno (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Batuwarno Laki-laki Penduduk Laki-laki;;;;;8.270,00;8.239,00;8.251,00;8.270,00;8.267,00;;8.867,00;9.003,00;8.883,00;8.872,00;;;;;;;
Penduduk Karangtengah Laki-laki;Pend. Karangtengah (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Karangtengah Laki-laki Penduduk Laki-laki;;;;;11.129,00;11.354,00;11.441,00;11.129,00;11.609,00;;11.886,00;12.068,00;11.917,00;11.893,00;;;;;;;
Penduduk Tirtomoyo Laki-laki;Pend. Tirtomoyo (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Tirtomoyo Laki-laki Penduduk Laki-laki;;;;;24.150,00;24.179,00;24.239,00;24.150,00;24.337,00;;27.135,00;27.551,00;27.433,00;27.151,00;;;;;;;
Penduduk Nguntoronadi Laki-laki;Pend. Nguntoronadi (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Nguntoronadi Laki-laki Penduduk Laki-laki;;;;;11.288,00;11.244,00;11.260,00;11.288,00;11.285,00;;12.436,00;12.627,00;12.525,00;12.443,00;;;;;;;
Penduduk Baturetno Laki-laki;Pend. Baturetno (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Baturetno Laki-laki Penduduk Laki-laki;;;;;21.839,00;21.905,00;21.967,00;21.839,00;22.072,00;;23.729,00;24.093,00;23.834,00;23.743,00;;;;;;;
Penduduk Eromoko Laki-laki;Pend. Eromoko (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Eromoko Laki-laki Penduduk Laki-laki;;;;;19.783,00;19.745,00;19.782,00;19.783,00;19.839,00;;21.734,00;22.067,00;21.877,00;21.747,00;;;;;;;
Penduduk Wuryantoro Laki-laki;Pend. Wuryantoro (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Wuryantoro Laki-laki Penduduk Laki-laki;;;;;12.414,00;12.415,00;12.442,00;12.414,00;12.487,00;;13.033,00;13.233,00;13.004,00;13.041,00;;;;;;;
Penduduk Manyaran Laki-laki;Pend. Manyaran (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Manyaran Laki-laki Penduduk Laki-laki;;;;;16.677,00;16.832,00;16.901,00;16.677,00;17.024,00;;17.734,00;18.006,00;17.738,00;17.744,00;;;;;;;
Penduduk Selogiri Laki-laki;Pend. Selogiri (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Selogiri Laki-laki Penduduk Laki-laki;;;;;19.056,00;18.982,00;19.010,00;19.056,00;19.049,00;;23.228,00;23.584,00;23.856,00;23.797,00;;;;;;;
Penduduk Wonogiri (kecamatan) Laki-laki;Pend. Wonogiri (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Wonogiri (kecamatan) Laki-laki Penduduk Laki-laki;;;;;38.676,00;39.386,00;39.622,00;38.676,00;40.064,00;;43.151,00;43.812,00;43.571,00;43.209,00;;;;;;;
Penduduk Ngadirojo Laki-laki;Pend. Ngadirojo (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Ngadirojo Laki-laki Penduduk Laki-laki;;;;;26.355,00;26.253,00;26.292,00;26.355,00;26.346,00;;29.687,00;30.142,00;30.027,00;29.726,00;;;;;;;
Penduduk Sidoharjo Laki-laki;Pend. Sidoharjo (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Sidoharjo Laki-laki Penduduk Laki-laki;;;;;19.726,00;20.140,00;20.313,00;19.726,00;20.646,00;;21.372,00;21.700,00;21.502,00;21.400,00;;;;;;;
Penduduk Jatiroto Laki-laki;Pend. Jatiroto (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Jatiroto Laki-laki Penduduk Laki-laki;;;;;17.395,00;17.328,00;17.353,00;17.395,00;17.388,00;;20.713,00;21.031,00;21.177,00;21.077,00;;;;;;;
Penduduk Kismantoro Laki-laki;Pend. Kismantoro (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Kismantoro Laki-laki Penduduk Laki-laki;;;;;17.724,00;17.656,00;17.681,00;17.724,00;17.717,00;;20.332,00;20.644,00;20.638,00;20.467,00;;;;;;;
Penduduk Purwantoro Laki-laki;Pend. Purwantoro (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Purwantoro Laki-laki Penduduk Laki-laki;;;;;23.967,00;23.874,00;23.909,00;23.967,00;23.959,00;;28.260,00;28.694,00;28.838,00;28.675,00;;;;;;;
Penduduk Bulukerto Laki-laki;Pend. Bulukerto (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Bulukerto Laki-laki Penduduk Laki-laki;;;;;14.510,00;14.455,00;14.476,00;14.510,00;14.507,00;;16.973,00;15.210,00;17.293,00;17.182,00;;;;;;;
Penduduk Puhpelem Laki-laki;Pend. Puhpelem (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Puhpelem Laki-laki Penduduk Laki-laki;;;;;9.294,00;9.367,00;9.401,00;9.294,00;9.465,00;;10.357,00;10.516,00;10.454,00;10.338,00;;;;;;;
Penduduk Slogohimo Laki-laki;Pend. Slogohimo (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Slogohimo Laki-laki Penduduk Laki-laki;;;;;22.360,00;22.442,00;22.508,00;22.360,00;22.622,00;;26.312,00;26.716,00;26.840,00;26.683,00;;;;;;;
Penduduk Jatisrono Laki-laki;Pend. Jatisrono (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Jatisrono Laki-laki Penduduk Laki-laki;;;;;28.022,00;28.181,00;28.275,00;28.022,00;28.441,00;;31.808,00;32.296,00;32.221,00;31.921,00;;;;;;;
Penduduk Jatipurno Laki-laki;Pend. Jatipurno (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Jatipurno Laki-laki Penduduk Laki-laki;;;;;15.423,00;15.364,00;15.386,00;15.423,00;15.418,00;;19.002,00;19.294,00;19.556,00;19.528,00;;;;;;;
Penduduk Girimarto Laki-laki;Pend. Girimarto (L);jiwa;Penduduk Laki-laki;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Girimarto Laki-laki Penduduk Laki-laki;;;;;18.848,00;18.775,00;18.802,00;18.848,00;18.841,00;;22.919,00;23.271,00;23.528,00;23.464,00;;;;;;;
Penduduk Pracimantoro Perempuan;Pend. Pracimantoro (P);jiwa;Penduduk Perempuan;Banyaknya orang yang berdomisili di wilayah setempat selama 1 tahun atau lebih dan atau mereka yang berdomisili kurang dari 1 tahun tetapi bertujuan untuk menetap, dipisahkan berdasarkan Jenis Kelamin Pria dan Wanita.;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Pracimantoro Perempuan Penduduk Perempuan;;;;;31.453,00;31.937,00;32.106,00;31.453,00;32.424,00;;33.050,00;33.499,00;33.330,00;32.977,00;;;;;;;
Penduduk Paranggupito Perempuan;Pend. Paranggupito (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Paranggupito Perempuan Penduduk Perempuan;;;;;8.875,00;8.842,00;8.858,00;8.875,00;8.878,00;;9.087,00;9.153,00;9.118,00;9.094,00;;;;;;;
Penduduk Giritontro Perempuan;Pend. Giritontro (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Giritontro Perempuan Penduduk Perempuan;;;;;10.470,00;10.432,00;10.449,00;10.470,00;10.474,00;;10.414,00;10.465,00;10.389,00;10.421,00;;;;;;;
Penduduk Giriwoyo Perempuan;Pend. Giriwoyo (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Giriwoyo Perempuan Penduduk Perempuan;;;;;19.187,00;19.117,00;19.149,00;19.187,00;19.194,00;;19.793,00;18.824,00;19.890,00;19.807,00;;;;;;;
Penduduk Batuwarno Perempuan;Pend. Batuwarno (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Batuwarno Perempuan Penduduk Perempuan;;;;;8.932,00;8.899,00;8.914,00;8.932,00;8.935,00;;9.022,00;9.060,00;9.071,00;9.029,00;;;;;;;
Penduduk Karangtengah Perempuan;Pend. Karangtengah (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Karangtengah Perempuan Penduduk Perempuan;;;;;11.463,00;11.697,00;11.789,00;11.463,00;11.965,00;;11.693,00;11.766,00;11.747,00;11.701,00;;;;;;;
Penduduk Tirtomoyo Perempuan;Pend. Tirtomoyo (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Tirtomoyo Perempuan Penduduk Perempuan;;;;;25.351,00;25.387,00;25.454,00;25.351,00;25.566,00;;26.866,00;27.227,00;27.146,00;26.885,00;;;;;;;
Penduduk Nguntoronadi Perempuan;Pend. Nguntoronadi (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Nguntoronadi Perempuan Penduduk Perempuan;;;;;11.755,00;11.712,00;11.732,00;11.755,00;11.760,00;;12.279,00;12.403,00;12.372,00;12.288,00;;;;;;;
Penduduk Baturetno Perempuan;Pend. Baturetno (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Baturetno Perempuan Penduduk Perempuan;;;;;23.255,00;23.330,00;23.399,00;23.255,00;23.519,00;;23.982,00;24.162,00;24.103,00;23.999,00;;;;;;;
Penduduk Eromoko Perempuan;Pend. Eromoko (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Eromoko Perempuan Penduduk Perempuan;;;;;21.470,00;21.434,00;21.478,00;21.470,00;21.546,00;;22.223,00;22.422,00;22.349,00;22.239,00;;;;;;;
Penduduk Wuryantoro Perempuan;Pend. Wuryantoro (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Wuryantoro Perempuan Penduduk Perempuan;;;;;13.507,00;13.510,00;13.544,00;13.507,00;13.596,00;;13.458,00;13.470,00;13.535,00;13.467,00;;;;;;;
Penduduk Manyaran Perempuan;Pend. Manyaran (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Manyaran Perempuan Penduduk Perempuan;;;;;17.783,00;17.953,00;18.028,00;17.783,00;18.164,00;;18.196,00;18.282,00;18.260,00;18.209,00;;;;;;;
Penduduk Selogiri Perempuan;Pend. Selogiri (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Selogiri Perempuan Penduduk Perempuan;;;;;19.433,00;19.361,00;19.393,00;19.433,00;19.440,00;;23.246,00;24.024,00;24.047,00;24.098,00;;;;;;;
Penduduk Wonogiri (kecamatan) Perempuan;Pend. Wonogiri (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Wonogiri (kecamatan) Perempuan Penduduk Perempuan;;;;;40.002,00;40.746,00;40.996,00;40.002,00;41.465,00;;43.286,00;43.936,00;43.919,00;43.481,00;;;;;;;
Penduduk Ngadirojo Perempuan;Pend. Ngadirojo (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Ngadirojo Perempuan Penduduk Perempuan;;;;;27.398,00;27.298,00;27.343,00;27.398,00;27.409,00;;29.956,00;30.459,00;30.452,00;30.251,00;;;;;;;
Penduduk Sidoharjo Perempuan;Pend. Sidoharjo (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Sidoharjo Perempuan Penduduk Perempuan;;;;;20.751,00;21.192,00;21.378,00;20.751,00;21.736,00;;21.459,00;21.667,00;21.628,00;21.556,00;;;;;;;
Penduduk Jatiroto Perempuan;Pend. Jatiroto (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Jatiroto Perempuan Penduduk Perempuan;;;;;18.851,00;18.782,00;18.812,00;18.851,00;18.858,00;;20.517,00;20.962,00;20.833,00;20.684,00;;;;;;;
Penduduk Kismantoro Perempuan;Pend. Kismantoro (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Kismantoro Perempuan Penduduk Perempuan;;;;;18.401,00;18.332,00;18.363,00;18.401,00;18.407,00;;19.868,00;20.213,00;20.149,00;19.992,00;;;;;;;
Penduduk Purwantoro Perempuan;Pend. Purwantoro (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Purwantoro Perempuan Penduduk Perempuan;;;;;24.919,00;24.828,00;24.869,00;24.919,00;24.928,00;;27.625,00;28.253,00;28.159,00;28.011,00;;;;;;;
Penduduk Bulukerto Perempuan;Pend. Bulukerto (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Bulukerto Perempuan Penduduk Perempuan;;;;;14.847,00;14.793,00;14.818,00;14.847,00;14.853,00;;16.820,00;15.216,00;17.218,00;17.164,00;;;;;;;
Penduduk Puhpelem Perempuan;Pend. Puhpelem (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Puhpelem Perempuan Penduduk Perempuan;;;;;9.984,00;10.064,00;10.104,00;9.984,00;10.174,00;;10.787,00;10.944,00;10.939,00;10.853,00;;;;;;;
